player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), pick, drtg,adrtg, dporpag, stops, bpm, obpm, dbpm, gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,,
Drew Buggs,Winthrop,BSth,29,61.6,103.2,19,53.6,54.95,2.4,11.3,31.6,27,24,38,0.632,55,105,0.524,18,48,0.375,0.8,1.8,24.8,Sr,3-Jun,11,1.35288,101.187,2.5,2022,45642,all,27.6,1.91544973,40,69,15,36,0.5797,0.4167,0,0,,,104.592,106.429,1.79086,124.319,-1.36266,-0.220772,-1.14188,-1.48734,24.4688,-0.289861,-1.19748,0.5312,2.3438,2.875,4.25,0.7188,0.2188,6.1562,Scoring PG,3.84554
DJ Jones,Florida A&M,SWAC,28,68.7,88.8,18.3,48.1,48.6,6.9,17.2,5.4,20.1,15,28,0.536,102,210,0.486,0,2,0,5.1,1.2,13.2,Sr,9-Jun,25,-0.00919244,85.2721,4.9,2022,45744,all,,0.41999159,58,90,47,129,0.6444,0.3643,16,20,0.8,,100.425,105.408,2.09323,149.751,-3.81486,-4.4269,0.61204,-4.71269,27.3,-4.1373,-0.575394,1.6,4.1667,5.7667,0.7,0.5333,1.2333,7.8667,C,0.153441
Keith Fisher III,Pepperdine,WCC,16,33.5,93.4,19.5,43.7,47.12,8.1,17.9,9.1,16.5,23,32,0.719,42,89,0.472,9,38,0.237,0.5,0.7,25.2,Sr,8-Jun,3,0.777098,93.9871,5.5,2022,45815,all,32,0.87498224,26,43,16,46,0.6047,0.3478,5,5,1,,109.125,108.333,1.71634,72.6178,-2.86508,-1.3342,-1.53089,-3.76078,26.0588,-2.58212,-1.17866,1.9412,4.4706,6.4118,1.2353,0.3529,0.1176,8.5882,Stretch 4,5.10426
Ben Coupet Jr.,Southern Illinois,MVC,30,73.1,109.7,19.5,54.9,58.62,4.7,16.6,5.8,13.7,65,85,0.765,53,112,0.473,51,124,0.411,1,0.9,36,Sr,7-Jun,25,2.45416,109.562,2.1,2022,45818,all,,0.71055634,43,78,10,34,0.5513,0.2941,10,12,0.8333,,100.363,99.9026,2.78614,137.468,0.991589,1.0563,-0.0647152,1.68265,29.2258,2.05393,-0.371279,1.0323,3.5806,4.6129,0.871,0.4516,0.2581,10.9677,Wing F,8.96197
Kenny Cooper,Tennessee St.,OVC,28,71.5,99.5,15.9,40.8,47.27,1.8,10,21,19.1,56,73,0.767,34,117,0.291,26,62,0.419,1,2.6,40.8,Sr,1-Jun,21,0.663678,91.609,2.7,2022,45823,all,,2.347877,22,58,12,59,0.3793,0.2034,0,0,,,102.993,107.8,2.08119,153.774,-0.745744,-0.593243,-0.152502,-0.888493,30.2,-1.39859,0.510095,0.4333,2.6333,3.0667,3.6,1.3333,0.2333,7.1667,Scoring PG,4.1743
Monty Scott,Eastern Michigan,MAC,27,61.2,92.9,21.5,46.4,47.6,1.2,9.2,15.8,14.6,29,50,0.58,74,162,0.457,32,101,0.317,0.3,2.3,19,Sr,5-Jun,2,0.655045,92.3254,2.5,2022,45828,all,,1.34090617,37,71,35,85,0.5211,0.4118,0,0,,,107.204,107.63,1.85859,131.096,-2.38946,-0.842061,-1.5474,-2.63645,27.7857,-1.76346,-0.872988,0.3571,2.25,2.6071,2.1071,1.1786,0.0714,10.1786,Combo G,7.5825
Nick Hopkins,Siena,MAAC,28,60.8,106.8,16.3,52.8,54.31,2.4,8.7,9.7,12.8,17,22,0.773,30,69,0.435,48,124,0.387,0.4,3.5,11.4,Sr,Jun-00,0,1.26812,99.892,2,2022,45835,all,,1.3199686,7,14,23,55,0.5,0.4182,0,0,,,101.414,103.498,2.08426,128.617,1.98795,1.82421,0.163737,1.85502,25.5,0.529955,1.32507,0.5,1.8929,2.3929,1.1786,1.5,0.1071,7.8929,Combo G,10.3839
DeAndre Dishman,Middle Tennessee,CUSA,33,68.8,103.1,21.8,51.5,54.98,7.8,14.2,16.8,21.6,84,129,0.651,122,236,0.517,0,1,0,2.5,2.4,54.4,Jr,6-Jun,2,1.83664,104.6,2.8,2022,45840,all,,1.02634243,95,159,27,77,0.5975,0.3506,10,13,0.7692,,97.1528,97.2793,2.87403,175.547,2.2044,-0.190881,2.39528,1.90617,27.2286,0.724865,1.18131,1.7143,3.2857,5,2.2286,1.0857,0.5714,9.6,Wing F,0.0638241
Osinachi Smart,College of Charleston,CAA,31,35.3,110.4,13.3,58,59.32,13,22,4.1,23.2,19,30,0.633,47,81,0.58,0,0,0,2.3,2,37,Sr,8-Jun,33,0.703929,99.2456,6.2,2022,45853,all,,0.42303564,41,65,6,16,0.6308,0.375,12,18,0.6667,,99.8644,99.187,1.42954,98.9509,0.857561,-0.154948,1.01251,-0.641315,14.6774,-0.917044,0.275729,1.8065,2.8387,4.6452,0.3548,0.5484,0.3226,3.6452,C,0
Corey Allen,Georgia St.,SB,23,68,98,26,43.6,46.27,1.4,9.8,22.4,13,44,60,0.733,57,155,0.368,57,172,0.331,0.5,2.5,18.3,Sr,2-Jun,11,2.27235,106.603,2.1,2022,45896,all,,1.74464786,25,48,32,107,0.5208,0.2991,0,0,,,101.631,102.334,2.679,120.774,1.20565,2.10267,-0.897017,2.26871,30.4231,2.22017,0.0485387,0.4615,3,3.4615,3.1538,1.5385,0.1538,14.7308,Scoring PG,14.1445
Justin Hopkins,Texas Southern,SWAC,32,49.3,101.6,17,48.2,55.12,4.4,6.3,10.1,22.7,58,74,0.784,46,82,0.561,14,57,0.246,0.2,0.8,53.2,Sr,5-Jun,15,0.667795,95.1354,2.5,2022,45906,all,,0.79066828,41,59,5,23,0.6949,0.2174,7,7,1,,101.624,105.629,1.48645,88.5074,-2.23021,-0.920367,-1.30984,-2.06918,19.7812,-1.28376,-0.785417,0.7812,1.1875,1.9688,1.0625,0.2812,0.0312,6,Wing G,5.12344
Damien Sears,Southern,SWAC,28,44.3,78.9,18.1,36.5,42.16,10.2,26.3,5.4,27,31,45,0.689,42,113,0.372,0,2,0,4.9,3.3,39.1,Sr,7-Jun,12,-0.68551,74.6008,4.3,2022,45925,all,,0.38297059,31,67,12,47,0.4627,0.2553,2,3,0.6667,,88.6624,91.8718,2.25983,130.57,-2.45564,-6.7518,4.29617,-3.40299,18.2,-5.05382,1.65083,1.6667,3.7333,5.4,0.6,1.2333,0.7333,4.2667,PF/C,0.216968
Patrick Tape,San Francisco,WCC,33,51.5,118,13.5,61.4,64.92,10.9,13.6,8,23.4,49,69,0.71,52,86,0.605,3,6,0.5,3,2.3,75,Sr,10-Jun,11,1.8266,110.936,5,2022,45926,all,,0.97369364,47,71,5,15,0.662,0.3333,19,22,0.8636,,95.1271,91.7519,2.54455,134.156,6.26726,2.14843,4.11883,3.79475,20.6471,0.78464,3.01011,2.0294,2.4412,4.4706,1.0882,0.8529,0.6471,5.0294,Wing F,0.497821
Jordan Bell,Pacific,WCC,28,34.4,88.2,19.6,39.1,40.53,8.7,26.1,12.6,12.9,10,17,0.588,33,67,0.493,9,52,0.173,3.5,2.5,14.3,Sr,8-Jun,1,0.106693,87.6031,3.9,2022,45936,all,,1.41180485,24,37,9,30,0.6486,0.3,4,4,1,,100.829,99.7154,1.32036,86.9376,0.465007,-1.74891,2.21392,-1.09446,13.4828,-1.64182,0.547355,1.0345,2.7241,3.7586,0.8276,0.5862,0.3793,3.5517,PF/C,7.74985
Jalen Dupree,Tennessee St.,OVC,25,28.8,96,23.3,47.7,48.51,13.4,20.5,9.1,17.9,22,44,0.5,48,92,0.522,3,18,0.167,4.4,1.5,40,Sr,8-Jun,24,0.588826,97.6552,6.9,2022,46052,all,,0.60003603,35,59,13,33,0.5932,0.3939,3,4,0.75,,99.2754,103.788,1.13007,71.992,-1.82574,-1.84598,0.0202431,-3.75385,14.037,-2.43212,-1.32173,1.7407,2.5926,4.3333,0.6667,0.3333,0.5926,5.3704,PF/C,3.0087
Abdul Ado,Cincinnati,Amer,31,42.2,97.5,10.8,54.5,51.35,10,18.1,5.6,25.1,16,40,0.4,30,55,0.545,0,0,0,8.7,3.1,72.7,Sr,11-Jun,0,0.110182,87.1914,5,2022,46092,all,76.4,0.76011267,21,33,9,22,0.6364,0.4091,6,7,0.8571,,88.6484,87.4348,2.4138,136.607,6.96674,-1.65361,8.62035,3.29338,17.3125,-1.87388,5.16726,1.6875,2.8125,4.5,0.5938,1,1.5,2.375,C,0
Ethan Claycomb,Bellarmine,ASun,24,57.8,108.2,17.8,51.5,54.1,3.9,12.1,12.1,12.7,26,33,0.788,37,65,0.569,34,106,0.321,0.8,2.3,19.3,Sr,7-Jun,0,1.88459,104.837,3.3,2022,46101,all,,1.99989229,21,32,16,33,0.6563,0.4848,0,0,,,110.45,108.529,1.82363,110.822,0.898194,1.97985,-1.08166,0.2347,27.1786,0.903439,-0.668739,0.7857,2.75,3.5357,1.8571,0.9643,0.2143,8.5,Wing G,9.98189
Jaylen Fornes,UNC Wilmington,CAA,31,63.7,97.3,19,44.4,45.68,3.9,9.7,12.6,12.9,23,38,0.605,36,110,0.327,53,150,0.353,0.7,2,14.6,Sr,3-Jun,1,0.824841,94.4117,2.7,2022,46155,all,35.8,1.39029296,20,57,16,53,0.3509,0.3019,0,0,,,105.335,105.922,1.95618,125.597,-1.3621,0.209342,-1.57144,-1.81354,26.5152,-0.44531,-1.36823,0.9091,2.2424,3.1515,1.7273,0.9091,0.2424,8.1515,Combo G,10.8403
DeJuan Clayton,Hartford,AE,2,5.2,84.9,18.7,36.4,49.31,0,8.7,15.9,28.5,8,11,0.727,4,9,0.444,0,2,0,1.7,1.8,100,Sr,2-Jun,13,-0.178133,83.8362,2.4,2022,46161,all,,1,5,8,2,14,0.625,0.1429,0,0,,,109.745,111.35,1.86204,10.4426,-9.11121,-6.1758,-2.93541,-6.67165,33.5,-4.35998,-2.31167,0,2.5,2.5,3,1,0.5,8,Combo G,1.7861
Trevor Anderson,Valparaiso,MVC,17,39.5,107.6,18.1,48.8,53.87,1,16.5,17.6,12.4,30,34,0.882,38,72,0.528,15,52,0.288,0,0.7,27.4,Sr,3-Jun,21,1.82506,104.018,0.7,2022,46178,all,18.6,2.55552034,20,32,18,40,0.625,0.45,0,0,,,108.729,107.326,1.96135,71.9273,-1.54214,0.659739,-2.20187,-1.29112,27.2105,0.340427,-1.63155,0.2105,3.6316,3.8421,2.4211,0.4737,0,9.1579,Wing G,6.50218
Rodney Miller Jr.,Miami FL,ACC,17,5.3,119.5,16.2,62.5,66.58,3.4,13,4.9,14.8,7,9,0.778,10,16,0.625,0,0,0,1.6,1.6,56.3,Sr,Jul-00,14,0.472914,116.678,7,2022,46263,all,70.2,0.66628899,5,6,5,10,0.8333,0.5,0,0,,,106.227,102.766,0.371609,12.1155,-0.782554,0.155682,-0.938236,0.666423,4.3529,-0.6764,1.34282,0.1176,0.4706,0.5882,0.1176,0.1176,0.0588,1.5882,C,0
Darius Hicks,Jackson St.,SWAC,27,25.8,79.4,11.8,33.3,35.45,4.7,10.1,6.8,16.6,7,14,0.5,15,49,0.306,2,5,0.4,1.4,1.6,25.9,Sr,8-Jun,1,-0.685785,68.1313,5.1,2022,46265,all,60.6,1.09989201,7,13,8,36,0.5385,0.2222,4,6,0.6667,,101.514,105.605,0.865849,49.1416,-4.47025,-4.62394,0.153688,-5.8088,11.5185,-6.3143,0.505502,0.4815,0.963,1.4444,0.4074,0.2963,0.1481,1.5926,Wing F,0.982483
Brevin Galloway,Boston College,ACC,25,46.3,86.9,21.5,40.2,42.22,0.4,7.2,11.9,14.1,20,26,0.769,28,62,0.452,44,172,0.256,0.8,2.8,11.1,Sr,2-Jun,51,0.513063,91.4498,2.1,2022,46357,all,,1.16129036,16,34,12,28,0.4706,0.4286,0,0,,,104.831,100.12,2.29892,99.0561,-1.38547,-0.334409,-1.05106,-1.41165,24.8,-1.40161,-0.0100448,0.08,1.4,1.48,1.44,1.12,0.16,8.32,Combo G,16.8188
Chevez Goodwin,USC,P12,34,60.7,105.4,23.4,57,55.94,12.6,16,5.4,17,49,104,0.471,162,284,0.57,0,0,0,2.2,1,36.6,Sr,9-Jun,1,2.43094,114.208,4,2022,46358,all,,0.37496208,110,166,52,118,0.6627,0.4407,35,37,0.9459,,97.9462,95.3286,2.70075,152.518,0.762666,0.713465,0.049201,1.38958,24.4706,1.42929,-0.039714,2.6765,3.7647,6.4412,0.6176,0.4118,0.5294,10.9706,C,0
Michael Henn,Denver,Sum,30,63,109.2,19.6,55.3,57.67,5.6,16.1,14,16.8,37,49,0.755,67,126,0.532,35,90,0.389,0.6,0.8,22.7,Sr,8-Jun,24,1.61951,103.876,4,2022,46366,all,,1.23909569,50,78,17,48,0.641,0.3542,1,1,1,,110.646,112.078,1.33805,123.389,-1.80854,0.921074,-2.72961,-1.48316,25.1562,0.615555,-2.09872,1.0938,3.5,4.5938,1.7812,0.3125,0.125,8.75,Stretch 4,6.91485
Jeremy Sheppard,Rhode Island,A10,29,69.3,101.1,20.5,48.2,52.66,0.9,9.5,21.4,19.2,59,74,0.797,50,115,0.435,45,129,0.349,0.6,3,30.3,Sr,1-Jun,2,1.66492,102.113,2.5,2022,46503,all,15,1.58625146,25,55,25,60,0.4545,0.4167,0,0,,,98.3893,97.1775,3.002,148.093,0.769953,0.870815,-0.100862,1.23799,28.6333,0.0513205,1.18667,0.2,2.5,2.7,3.0667,1.4333,0.1333,9.8667,Scoring PG,9.02863
Shawn Williams,Arkansas Pine Bluff,SWAC,26,76.9,108.2,24.9,53,57.34,1.1,6.8,23.7,15.9,73,79,0.924,64,136,0.471,80,211,0.379,0,1.8,22.8,Sr,1-Jun,55,3.59987,115.472,1.8,2022,46507,all,35.6,1.44615323,20,45,44,92,0.4444,0.4783,0,0,,,118.075,122.37,0.597758,120.193,-2.43476,4.0505,-6.48526,-0.505712,34.3571,3.94742,-4.45313,0.3571,1.7857,2.1429,3.3571,1.0714,0,16.6429,Scoring PG,13.6966
Ty Groce,Butler,BE,21,21.6,97,16.6,46.7,47.94,6.9,15.2,7.9,15.2,12,23,0.522,13,24,0.542,10,36,0.278,1.3,1.8,38.3,Sr,8-Jun,4,0.481933,96.259,4.4,2022,46558,all,,0.85707252,10,15,3,9,0.6667,0.3333,4,5,0.8,,102.635,96.708,1.35681,47.8737,1.71214,0.305998,1.40614,1.19105,13.6087,-0.581741,1.77279,0.6957,1.6957,2.3913,0.5217,0.4783,0.2609,3.7391,Stretch 4,8.23574
Chris Lester,New Hampshire,AE,24,21.3,107.2,12.3,51.4,54.74,6.9,4.4,4.2,18.8,7,9,0.778,6,13,0.462,8,22,0.364,2.7,0.9,25.7,Sr,7-Jun,23,0.209756,91.9331,3.8,2022,46564,all,,0.60010399,6,11,0,2,0.5455,0,0,0,,,108.633,112.797,0.465601,31.2302,-2.97273,-1.13988,-1.83285,-3.36711,9.5,-1.80243,-1.56468,0.6154,0.3846,1,0.2308,0.2308,0.1923,1.9231,Wing G,6.3408
Dimencio Vaughn,Rider,MAAC,32,77.6,97.4,22.8,46,50.43,7,19.2,8.4,17.1,85,115,0.739,119,255,0.467,25,85,0.294,2.8,3.6,33.8,Sr,5-Jun,14,1.53371,99.6069,3.4,2022,46569,all,19.2,0.61192933,95,167,24,88,0.5689,0.2727,1,6,0.1667,,94.9372,97.169,3.25302,235.067,1.78417,-0.456318,2.24049,1.57757,31.2121,0.265441,1.31213,2.0606,5.3939,7.4545,1.2424,1.9091,0.6667,12.5152,Wing G,4.95496
Michael Tertsea,Siena,MAAC,7,1.9,0,12.8,0,0,0,21.4,0,21.3,0,0,0,0,5,0,0,0,0,0,0,0,Sr,10-Jun,21,-0.945278,-1.30874,9.1,2022,46572,all,42.8,0,0,3,0,2,0,0,0,0,,,103.751,103.124,0.2644,3.56465,-20.8433,-15.3674,-5.47599,-22.4076,3.1429,-17.4671,-4.94042,0,0.5714,0.5714,0,0,0,0,C,0
Ahsante Shivers,Southern,SWAC,3,0.7,42.8,27.8,25,25,0,62.9,0,25.2,0,0,0,1,1,1,0,3,0,0,0,0,Sr,4-Jun,1,-0.369599,43.762,0,2022,46573,all,,0,0,0,1,1,,1,0,0,,,85.5609,96.7757,0.271763,2.23104,-30.8356,-21.0285,-9.80713,-15.7369,2.6667,-12.1399,-3.59699,0,1.3333,1.3333,0,0,0,0.6667,PF/C,20.5965
Brandon Carroll,William & Mary,CAA,28,55.2,91.4,20.3,46.9,49.2,5.2,18.9,7.4,18.4,40,65,0.615,53,111,0.477,31,101,0.307,6.5,3.5,30.7,Sr,7-Jun,4,0.503029,91.3042,4.4,2022,46574,all,,0.4782499,44,85,9,26,0.5176,0.3462,8,10,0.8,,99.1698,99.0994,2.39574,167.148,1.50574,-1.91096,3.4167,0.346554,24.3793,-1.41365,1.7602,1.1379,3.9655,5.1034,0.7586,1.4483,1.4138,8.2414,Stretch 4,8.38917
Shandon Goldman,Tennessee Tech,OVC,29,45.5,102.2,14.1,50.4,50.64,4.4,17.7,10,17,6,11,0.545,13,18,0.722,36,115,0.313,2.8,1.7,8.3,Sr,10-Jun,33,0.526811,93.4279,3.5,2022,46582,all,,1.69578109,10,13,3,5,0.7692,0.6,1,1,1,,104.601,106.755,1.34743,105.475,0.212958,0.321945,-0.108987,-0.788449,19.0645,-0.581668,-0.206781,0.7097,3.0968,3.8065,1.2581,0.5806,0.5484,4.9032,PF/C,11.9915
Andre Jones,Louisiana Monroe,SB,25,73.9,96.7,27.8,49.7,52.6,4.2,8.3,25.5,20.6,60,82,0.732,134,266,0.504,19,61,0.311,1.5,2.8,25.1,Sr,5-Jun,1,2.39238,106.118,2,2022,46583,all,,1.26746763,115,181,23,95,0.6354,0.2421,24,28,0.8571,,108.442,110.723,1.91923,144.815,-1.025,0.220402,-1.2454,-0.895059,33.0714,1.11599,-2.01105,1.2143,2.5357,3.75,3.8929,1.6071,0.4643,15.75,Scoring PG,4.20915
Josh Parrish,San Diego,WCC,27,54.6,106.7,13.2,63.1,61.81,4.5,9.4,8.1,21.9,22,42,0.524,62,93,0.667,2,10,0.2,2.2,1.8,40.8,Sr,4-Jun,4,0.992778,97.5694,3.1,2022,46596,all,47.4,0.83876796,54,74,8,19,0.7297,0.4211,6,6,1,,102.667,101.18,2.13092,108.979,2.29158,-0.223743,2.51533,1.13395,22.9286,-0.666496,1.80045,0.8929,1.8929,2.7857,0.9286,0.6786,0.5357,5.5,Wing G,0.935924
Nysier Brooks,Mississippi,SEC,32,72.1,110,18.2,58.1,60.25,10.9,19.2,5.6,19,57,83,0.687,129,218,0.592,0,4,0,4.8,1.9,37.4,Sr,Jul-00,3,2.65217,111.862,3.6,2022,46727,all,57.6,0.46293333,94,132,35,86,0.7121,0.407,49,55,0.8909,,98.6241,95.0833,3.23199,187.738,4.27112,0.962459,3.30866,2.73733,29.1875,1.36978,1.36755,2.7188,4.5625,7.2812,0.7812,0.9062,1.25,9.8438,C,0.255834
C.J. Keyser,Old Dominion,CUSA,31,82.5,92.6,24.7,45.4,48.04,1.5,7.7,10.9,17.3,51,63,0.81,136,307,0.443,39,121,0.322,1.3,1.1,14.7,Sr,3-Jun,25,1.42784,97.8392,2.8,2022,46793,all,49.4,0.72602144,52,87,84,220,0.5977,0.3818,4,5,0.8,,107.37,107.115,2.3193,145.057,-4.28779,-1.96183,-2.32597,-3.10364,33.0312,-1.20962,-1.89402,0.4375,2.25,2.6875,1.6562,0.5938,0.3125,14.25,Wing G,7.09034
Jordan Jones,Marist,MAAC,30,48.6,115.9,19.7,62,63.61,9.4,13.5,5.9,18,34,48,0.708,98,158,0.62,0,0,0,7,1.4,30.4,Sr,8-Jun,15,1.87736,113.222,4.3,2022,46794,all,,0.45710121,64,93,34,65,0.6882,0.5231,4,6,0.6667,,99.4942,102.218,1.6952,113.963,2.4435,0.154091,2.2894,1.63147,19.6667,0.660627,0.970838,1.5667,2.3333,3.9,0.5333,0.4667,1.1667,7.6667,C,0
Precious Ayah,Miami OH,MAC,29,60.6,125.5,16.4,66,67.51,8.8,17.4,6.9,15.5,47,66,0.712,105,155,0.677,0,4,0,5.2,2,41.5,Sr,6-Jun,5,2.60371,116.324,5.1,2022,46913,all,32.6,0.8709744,90,123,15,32,0.7317,0.4688,0,0,,,105.34,106.898,1.72175,147.211,2.72856,1.29508,1.43349,1.07497,23.4062,0.870363,0.204607,2.125,3.5,5.625,0.8438,0.9062,1.0938,9.1875,PF/C,0.328387
Andrew Garcia,Kent St.,MAC,24,40.5,109.1,21.3,57.2,60.78,10.2,11.4,4.7,20.6,41,52,0.788,65,121,0.537,15,32,0.469,2.8,3,34,Sr,6-Jun,4,1.66396,107.586,6.2,2022,46918,all,,0.30769231,58,99,7,22,0.5859,0.3182,2,2,1,,97.9243,98.5769,2.15632,101.801,1.45249,0.266167,1.18633,0.980129,21.4,-0.0546418,1.03477,1.76,2.12,3.88,0.48,1.08,0.44,8.72,Wing F,3.68884
Michael Almonacy,Appalachian St.,SB,31,83.9,92.8,20.9,43.1,44.9,1.2,11,19.7,15,37,58,0.638,57,156,0.365,57,175,0.326,0.2,1.5,17.5,Sr,Jun-00,5,0.999595,93.9486,2.2,2022,46922,all,,1.89094959,24,51,33,105,0.4706,0.3143,0,0,,,102.911,102.642,2.88071,166.328,-1.18992,-0.710173,-0.479742,-1.98464,32.4412,-1.82931,-0.155323,0.3235,3,3.3235,3.0588,0.8235,0.0588,10.2647,Combo G,10.3173
Darian Adams,Jacksonville St.,ASun,30,85.6,103.6,25.7,47.7,52.24,3.2,13.4,22.8,17.8,86,105,0.819,84,200,0.42,64,177,0.362,1.4,2.6,27.9,Sr,3-Jun,23,2.81374,109.052,2.3,2022,46982,all,,1.50631776,55,110,29,90,0.5,0.3222,3,3,1,,99.487,100.853,3.15031,199.119,2.95708,2.0715,0.885582,2.65222,34.3871,2.14345,0.50877,0.9032,4.2581,5.1613,3.8387,1.4839,0.3871,15.3871,Combo G,10.2551
Jannson Williams,Eastern Kentucky,ASun,22,35.3,108,21,54.4,56.67,7.7,16.3,6.1,15.7,25,35,0.714,29,49,0.592,30,87,0.345,7.6,1.7,25.7,Sr,9-Jun,3,1.28586,106.866,4.5,2022,47011,all,,0.56527184,25,42,4,7,0.5952,0.5714,8,9,0.8889,,103.245,105.377,1.31541,78.7903,0.493788,0.14591,0.347878,0.684015,17.125,1.39162,-0.707602,1.3333,2.3333,3.6667,0.5417,0.5417,1.0833,7.9583,PF/C,12.4891
Josh Ayeni,Chattanooga,SC,33,25,93.1,23.3,49,53.51,7,19.6,5.3,26.2,22,25,0.88,45,90,0.5,4,14,0.286,1.1,1.7,24,Sr,7-Jun,21,0.346903,95.3808,10.5,2022,47026,all,,0.29411158,21,43,24,47,0.4884,0.5106,1,1,1,,98.0945,95.7209,1.09652,62.6011,-5.53454,-5.08579,-0.448744,-7.18544,10.3714,-7.72354,0.538099,0.6286,1.8286,2.4571,0.2857,0.2857,0.0857,4.2,PF/C,2.58501
Joshua Tomaic,San Diego St.,MWC,31,29.7,97.8,14.6,54.5,57.46,6.9,11.8,6.1,27.2,16,22,0.727,20,39,0.513,11,28,0.393,3.8,1.1,32.8,Sr,9-Jun,23,0.346553,93.5074,4.7,2022,47102,all,,0.4799752,14,21,6,18,0.6667,0.3333,3,5,0.6,,91.4886,88.8879,1.63851,65.5494,2.41438,-1.19342,3.6078,1.08828,12.4194,-1.64014,2.72842,0.7097,1.2581,1.9677,0.3871,0.2258,0.3871,2.871,Stretch 4,4.45811
Jared Chatham,Central Arkansas,ASun,29,65.9,106.1,20.4,50.5,53.33,8.7,18.1,6.9,12.6,39,47,0.83,129,247,0.522,6,26,0.231,3.2,1.7,17.2,Sr,8-Jun,24,1.83232,105.401,4.1,2022,47187,all,,0.70272306,72,117,58,136,0.6154,0.4265,24,27,0.8889,,110.985,110.489,1.54387,151.055,-1.19968,-0.112697,-1.08698,-2.02052,26.0323,-0.105036,-1.91549,2.0323,4.2258,6.2581,0.8387,0.8387,0.8387,11,PF/C,1.85985
Jacob Young,Oregon,P12,34,75.8,98.2,24.4,45.7,48.72,2.1,8.6,21.5,17.3,71,105,0.676,132,276,0.478,26,98,0.265,0.2,2.6,28.1,Sr,3-Jun,42,2.43067,108.459,2.2,2022,47191,all,79,1.55263885,92,169,40,107,0.5444,0.3738,1,2,0.5,,104.015,99.7964,2.90238,175.776,1.3122,1.23016,0.0820483,1.05935,30.4286,0.805575,0.253771,0.5429,2.3714,2.9143,3.3714,1.3143,0.0571,12.0286,Scoring PG,5.52777
Andrew Jones,Texas,B12,33,63.4,106.7,22.1,50.5,53.89,0.8,12.4,13.6,13.9,57,70,0.814,73,136,0.537,56,175,0.32,1.1,2.8,22.5,Sr,4-Jun,1,2.73815,115.596,2.4,2022,47192,all,94.4,1.25587108,47,64,28,75,0.7344,0.3733,5,6,0.8333,,93.8507,89.4126,3.43825,156.106,5.27454,3.38991,1.88463,6.50999,26.303,3.76579,2.7442,0.1818,2.6364,2.8182,1.6364,1.1818,0.2424,11.2424,Combo G,12.4975
Mikey Dixon,Idaho,BSky,29,73.8,107,27.8,47.4,56.2,2.1,10.5,14.4,14.1,153,172,0.89,102,237,0.43,42,111,0.378,0.1,1,49.4,Sr,2-Jun,3,2.94046,114.056,1.8,2022,47205,all,,0.90627269,72,135,30,102,0.5333,0.2941,0,0,,,114.627,116.634,1.10028,131.568,-3.80851,0.865648,-4.67416,-0.97717,29.3871,2.54955,-3.52672,0.5806,2.5806,3.1613,1.871,0.5161,0.0323,16.6129,Combo G,7.25403
John Pettway,Tennessee Tech,OVC,30,53.1,98.4,20.9,56.7,56.93,6.2,12.5,16.5,25.2,30,54,0.556,100,173,0.578,1,6,0.167,0.8,3,30.2,Sr,3-Jun,50,1.05628,99.6893,3.9,2022,47224,all,18.4,0.91666233,85,130,15,43,0.6538,0.3488,12,13,0.9231,,104.54,106.604,1.53154,123.393,-1.05563,-0.805245,-0.250388,-1.34286,21.2258,-1.26184,-0.0810216,1.1613,2.3226,3.4839,1.7742,1.0968,0.1613,7.7742,Wing G,0.536099
Kellon Taylor,McNeese St.,Slnd,28,63.8,96.9,22.9,50.7,54.61,8.7,13.3,18,26.9,75,113,0.664,93,178,0.522,9,32,0.281,0.7,1.2,53.8,Sr,6-Jun,12,1.13878,97.7996,4,2022,47236,all,,0.86599369,64,108,29,70,0.5926,0.4143,3,4,0.75,,109.67,112.619,1.35118,125.941,-2.6164,-0.55996,-2.05644,-2.96649,26.6562,-0.23609,-2.7304,2.5938,3.3438,5.9375,2.625,0.6875,0.1562,10.7812,Wing F,2.29397
Chuba Ohams,Fordham,A10,30,72.5,95.9,28.3,50,53,9.7,31.2,15,21,103,164,0.628,166,332,0.5,3,9,0.333,5.6,1.3,48.1,Sr,9-Jun,1,2.00016,104.012,2.7,2022,47239,all,19.6,0.57290624,139,242,27,90,0.5744,0.3,44,49,0.898,,89.5435,89.1662,4.09856,227.943,1.55973,-3.37822,4.93795,3.17674,31.4333,1.05376,2.12299,2.8333,8.7333,11.5667,1.8333,0.7,1.6333,14.8,PF/C,0.55769
