player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), pick, drtg,adrtg, dporpag, stops, bpm, obpm, dbpm, gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,,
Thomas Binelli,Eastern Michigan,MAC,20,17.3,87.2,19.2,42,43.53,1.1,13.6,0.9,8.3,5,6,0.833,4,11,0.364,20,70,0.286,2,1.6,7.4,Sr,10-Jun,23,-0.035373,84.4114,5.4,2022,70773,all,,0.14281429,0,0,4,11,,0.3636,0,0,,,105.937,106.003,0.789559,39.2291,-6.08566,-2.52741,-3.55825,-4.96273,10.3333,-3.40691,-1.55582,0.0952,1.2381,1.3333,0.0476,0.2857,0.1905,3.4762,Wing F,18.5906
Ville Tahvanainen,Bradley,MVC,27,51.7,105.1,16,48.3,50.81,4.5,8.4,6,13.7,19,21,0.905,18,54,0.333,45,123,0.366,0.9,1.4,11.9,Jr,4-Jun,23,1.15715,99.8877,2.2,2022,70777,all,,0.91669585,8,23,10,31,0.3478,0.3226,0,0,,,100.644,99.8631,2.19092,97.8499,0.526936,0.878242,-0.351306,0.961417,22.7857,0.703777,0.257639,0.8571,1.6786,2.5357,0.7857,0.6071,0.1786,7.1429,Wing G,11.705
Benjamin Bosmans-Verdonk,Illinois,B10,24,14.1,111.5,15.4,47.2,44.24,15.5,15.2,14.4,10.3,5,17,0.294,17,36,0.472,0,0,0,0,2.2,47.2,So,8-Jun,13,0.609459,108.145,7.1,2022,70781,all,,3.00048016,12,21,5,15,0.5714,0.3333,1,1,1,,97.3107,91.7995,0.95177,36.1127,4.91733,2.19119,2.72613,2.48212,7.7917,-0.190596,2.67272,1.0417,1.0833,2.125,0.625,0.2917,0,1.625,C,0
Alondes Williams,Wake Forest,ACC,34,83.6,109.1,30.2,55.6,58.22,5.2,15.7,31.2,20.1,122,176,0.693,199,329,0.605,40,137,0.292,1.2,2,37.8,Sr,5-Jun,31,4.60179,125.016,2.5,2022,70784,all,,1.40799666,164,244,35,84,0.6721,0.4167,25,27,0.9259,,97.5684,93.6072,3.91865,227.63,6.47193,4.4719,2.00003,6.15263,33.9412,4.75752,1.39511,1.4118,5,6.4118,5.1765,1.1765,0.3824,18.8235,Combo G,6.66266
Noel Coleman,Hawaii,BW,18,53.6,108.3,24.4,50.2,54.69,4.1,8.7,14.3,14,50,61,0.82,48,117,0.41,37,89,0.416,0.4,1.1,29.6,So,1-Jun,4,2.98334,113.152,2.2,2022,70785,all,,1.14705882,31,66,17,51,0.4697,0.3333,2,2,1,,101.659,104.599,2.44488,85.7761,0.833987,1.83589,-1.0019,2.34551,30.15,3.01062,-0.66511,0.9,2.2,3.1,1.95,0.55,0.15,14.75,Combo G,9.76812
Corbin Merritt,Austin Peay,OVC,11,10.9,94.5,20.5,44.6,49.73,4.7,20.3,5.7,17.5,9,11,0.818,6,13,0.462,7,24,0.292,4.1,1,29.7,Sr,8-Jun,11,0.454032,97.4635,8.1,2022,70788,all,,0.42859795,5,8,1,5,0.625,0.2,0,0,,,101.425,103.082,0.911682,22.7423,-3.67451,-3.1575,-0.517011,-3.4989,11,-3.29187,-0.207026,0.5385,1.7692,2.3077,0.2308,0.1538,0.6154,3.6154,PF/C,12.2297
Rick Issanza,Oklahoma,B12,12,3.5,81,15.1,37.5,36.87,11.2,15.2,3.6,16.3,2,6,0.333,3,8,0.375,0,0,0,2.3,0,75,So,1-Jul,20,-0.13361,75.8407,4.1,2022,70789,all,1.8,0.49970005,2,6,1,2,0.3333,0.5,2,3,0.6667,,101.224,101.064,0.368878,7.48391,-4.38592,-3.88328,-0.502646,-5.53875,4.0833,-4.95305,-0.585692,0.3333,0.5,0.8333,0.0833,0,0.0833,0.6667,C,0
Blake Seacat,Oklahoma,B12,6,0.6,59.8,7.4,0,0,0,0,20.1,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,4-Jun,44,-0.185048,45.3725,0,2022,70790,all,,,0,0,0,0,,,0,0,,,108.008,114.626,0.0589563,0.813907,-11.0404,-4.63251,-6.40786,-6.37909,1.3333,-4.11384,-2.26525,0,0,0,0.1667,0,0,0,Pure PG,7.09391
James Jean-Marie,Portland St.,BSky,12,28.9,99,25.3,51.3,55.34,13,22.5,3.2,21.5,34,47,0.723,53,105,0.505,4,10,0.4,3.4,1,40.9,Sr,8-Jun,1,1.67538,102.51,3.6,2022,70792,all,,0.11903334,47,71,6,34,0.662,0.1765,11,13,0.8462,,101.457,101.485,2.52984,66.376,-5.27283,-3.52867,-1.74416,-0.80077,26.6429,0.583723,-1.38449,3.6429,5.2857,8.9286,0.3571,0.4286,0.7143,12.9286,PF/C,1.64841
Malik Porter,Idaho St.,BSky,28,44.5,98.8,26.7,53.1,53.64,11,19.2,8.9,17.7,42,79,0.532,93,170,0.547,0,5,0,3.7,1.5,45.1,Sr,5-Jun,3,1.11373,103.386,3.8,2022,70794,all,,0.39998499,73,120,20,50,0.6083,0.4,10,18,0.5556,,106.709,108.919,1.14044,92.4306,-2.96442,-1.95072,-1.0137,-1.34174,17.5,0.382533,-1.72427,1.7667,2.5667,4.3333,0.5333,0.4,0.5333,7.9667,PF/C,0.606621
Hunter Woods,Elon,CAA,29,57.3,92.4,16.3,44.4,50.05,4.4,18.4,13.6,25.1,37,46,0.804,19,49,0.388,27,85,0.318,1.2,2.4,34.3,Jr,6-Jun,25,0.225669,88.1138,4.7,2022,70795,all,,1.13724777,17,34,2,15,0.5,0.1333,1,1,1,,105.105,102.806,2.01909,134.539,-0.0190272,-1.26574,1.24671,-0.775288,23.7419,-1.63824,0.862953,0.871,3.5806,4.4516,1.871,0.9677,0.2903,5.8387,Wing G,7.37863
Daniel Rodriguez,Fairleigh Dickinson,NEC,19,14.4,100.1,16.4,50,52.69,7.2,17.8,6.8,18.4,7,10,0.7,14,33,0.424,3,4,0.75,2.7,1.1,27,Jr,6-Jun,25,0.222772,93.5529,4.2,2022,70797,all,,0.62502973,9,19,5,14,0.4737,0.3571,0,0,,,110.554,113.653,0.373332,27.0524,-5.86479,-3.3165,-2.54829,-3.93156,7.9474,-1.72683,-2.20473,0.5263,1.2105,1.7368,0.2632,0.1579,0.2105,2.3158,PF/C,1.50666
Tarik Cool,Idaho St.,BSky,27,76.9,89.4,25,46.1,49.43,1.4,10.9,20.6,23,61,90,0.678,89,183,0.486,28,101,0.277,0.4,1.7,31.7,Sr,4-Jun,2,0.703682,91.7277,2.8,2022,70798,all,,0.97617897,51,82,38,101,0.622,0.3762,1,1,1,,110.815,112.901,1.60088,133.138,-4.62777,-2.21527,-2.4125,-5.0179,31.7931,-2.38503,-2.63287,0.3793,2.6897,3.069,2.8276,0.8621,0.1034,11.8621,Combo G,7.09092
Zac Ervin,Elon,CAA,30,52.2,93.5,16.9,45.5,48.91,2.8,13.1,4.6,15.2,29,38,0.763,18,45,0.4,39,123,0.317,0.2,0.5,22.6,Jr,5-Jun,14,0.333407,89.9732,4.2,2022,70799,all,,0.67862858,13,29,5,16,0.4483,0.3125,0,0,,,112.008,109.826,1.27019,89.9921,-4.4997,-1.58306,-2.91664,-3.96759,21.125,-1.74767,-2.21992,0.5938,2.3438,2.9375,0.5938,0.1875,0.0312,7.0625,Wing G,11.7205
Devon Dunn,Fairleigh Dickinson,NEC,23,61.5,91.2,21,44.7,47.57,2,6.3,14.4,18.9,30,39,0.769,35,83,0.422,42,136,0.309,0.5,1.5,17.8,Jr,1-Jun,0,0.411457,89.6362,2.7,2022,70800,all,,1,17,34,18,49,0.5,0.3673,1,2,0.5,,115.466,119.258,0.781998,90.2104,-5.66321,-1.10819,-4.55502,-5.82855,28.087,-1.83066,-3.99789,0.5217,1.5217,2.0435,1.9565,0.7391,0.1304,9.8261,Combo G,11.9945
Brandon Rush,Fairleigh Dickinson,NEC,25,65.8,97,27.6,45.7,50.21,2.2,10.2,15.4,15.5,66,79,0.835,84,180,0.467,40,135,0.296,0.3,1.6,25.1,Jr,3-Jun,2,1.67065,102.962,1.8,2022,70801,all,,0.86538462,65,128,19,52,0.5078,0.3654,8,9,0.8889,,114.054,118.084,0.881683,104.341,-4.91569,-0.00451945,-4.91117,-2.58404,27.64,1.26156,-3.84559,0.56,2.4,2.96,1.8,0.76,0.08,14.16,Combo G,11.1283
Dylan van Eyck,Iona,MAAC,33,56.5,118.9,18.2,65.2,64.77,5.5,15.8,25.2,20.3,54,90,0.6,69,100,0.69,27,68,0.397,3.7,1.9,53.6,Sr,8-Jun,24,2.43504,116.438,3.7,2022,70804,all,,2.04088089,55,78,14,22,0.7051,0.6364,11,12,0.9167,,96.357,97.0824,2.37368,149.701,6.17629,3.99588,2.18042,6.41098,22.7576,4.04829,2.36269,1.1212,3.2424,4.3636,3.0303,0.7576,0.8182,8.2727,Stretch 4,5.12863
Jackson Gammons,The Citadel,SC,5,1.1,140.2,15.8,66.7,57.55,0,24.7,48.5,0,0,1,0,2,3,0.667,0,0,0,0,4.4,33.3,So,3-Jun,2,0.415283,132.549,0,2022,70805,all,,1,2,3,0,0,0.6667,,0,0,,,99.7595,96.9511,0.267733,3.32744,4.86113,3.82558,1.03554,6.2876,3.625,2.98063,3.30697,0.25,0.625,0.875,0.375,0.125,0,1.625,Pure PG,0
Caleb Fields,Arkansas St.,SB,26,79.9,92.3,17.2,37.2,44.08,1.7,10.7,24.6,21.8,51,60,0.85,44,126,0.349,17,61,0.279,0.2,2.1,32.1,So,Jun-00,0,0.300636,88.0793,1.7,2022,70806,all,,2.16947654,34,73,10,53,0.4658,0.1887,0,1,0,,101.958,103.364,2.66222,140.606,-2.21511,-2.05053,-0.164582,-2.22848,31.1724,-2.41459,0.18611,0.5517,3.069,3.6207,4.4138,1.1034,0.069,7.3103,Scoring PG,4.24218
Stephen Clark,The Citadel,SC,28,79.5,101.4,18.9,54.7,55.14,4.3,15.8,22.8,23.3,39,71,0.549,104,179,0.581,8,33,0.242,7.8,1.1,33.5,Jr,8-Jun,1,1.40079,98.0669,4,2022,70808,all,,1.55554129,72,108,32,71,0.6667,0.4507,22,25,0.88,,105.947,104.189,2.55703,188.639,1.8899,-1.82914,3.71905,1.07877,31.6774,-1.35477,2.43354,1.3226,4.7419,6.0645,3.6129,0.6129,2.4194,9.6774,PF/C,2.06902
Trey Anderson,San Jose St.,MWC,29,64.8,106.4,17.2,57.3,58.22,5,12.9,7.9,15.8,26,40,0.65,50,106,0.472,43,94,0.457,0.8,0.6,20,So,7-Jun,15,1.79304,104.638,5.2,2022,70809,all,,0.80558332,28,51,22,55,0.549,0.4,0,4,0,,114.09,111.909,1.43851,109.248,-1.6388,0.604187,-2.24299,-2.77915,26.5667,-0.705325,-2.07383,1.1,2.9667,4.0667,0.9667,0.2667,0.2,8.7333,Wing F,7.28786
Cobe Williams,Louisiana Tech,CUSA,31,76.1,98.9,22.6,47,51.67,1.9,10.9,17.8,18.6,82,110,0.745,73,162,0.451,45,137,0.328,0.4,2.4,36.8,So,Jun-00,24,1.74946,101.925,2.8,2022,70810,all,2.8,1.35525434,58,112,15,50,0.5179,0.3,10,11,0.9091,,99.3594,98.9019,3.00799,177.481,0.860942,0.0644417,0.7965,0.682563,30.1765,-0.211036,0.8936,0.5,3.0294,3.5294,3.0294,1.2353,0.0882,11.3529,Combo G,8.33364
Isaiah Crawford,Louisiana Tech,CUSA,2,4.7,103.3,29.3,54,56.62,11.8,11.3,16,20.2,4,5,0.8,12,20,0.6,1,5,0.2,1.9,3,20,So,6-Jun,22,3.2019,117.187,4.1,2022,70811,all,,0.71431017,10,13,2,7,0.7692,0.2857,0,0,,,96.8876,95.3179,3.22525,12.0199,2.43513,1.05138,1.38375,5.09474,21.6667,3.54859,1.54615,2,2.6667,4.6667,1.6667,1.3333,0.3333,11.3333,Wing F,4.9246
Colton Cashaw,Iona,MAAC,21,8.9,81.8,12.1,43.3,46.04,4.7,5.6,12.5,35.4,3,5,0.6,5,13,0.385,1,2,0.5,0,2.4,33.3,Sr,1-Jun,1,-0.258018,72.1687,3,2022,70813,all,,1,4,8,1,5,0.5,0.2,0,0,,,101.508,103.082,0.47473,18.7654,-4.20888,-3.64254,-0.566343,-4.64856,5.6667,-4.80825,0.159689,0.2381,0.2857,0.5238,0.4286,0.2381,0,0.7619,Combo G,0.957593
Bryce Williams,Oklahoma St.,B12,24,43.8,90.3,25.1,42.7,48.62,1.7,9.2,28.4,26.9,47,56,0.839,38,86,0.442,25,91,0.275,2,3,31.6,Sr,2-Jun,14,1.3143,102.673,3.8,2022,70814,all,,1.20636186,22,43,16,43,0.5116,0.3721,1,2,0.5,,94.7454,88.7001,2.93696,101.85,2.03572,-0.0779914,2.11371,2.05299,22.4583,-0.133956,2.18695,0.3333,1.875,2.2083,3.1667,1.1667,0.375,8.25,Scoring PG,9.78784
Jaren Nafarrete,Seattle,WAC,1,0.2,35.2,48.7,0,25.64,0,0,0,38.2,1,2,0.5,0,1,0,0,0,0,0,18.5,200,Fr,7-May,41,-0.652314,22.7063,13.3,2022,70815,all,,2.00030008,0,0,0,1,,0,0,0,,,62.6773,65.0667,0.648562,1.37682,-16.8412,-25.7741,8.93292,-23.8529,4,-30.2504,6.39759,0,1,1,0.6667,0.3333,0,2.6667,Pure PG,0
Miles Jones,UNC Greensboro,SC,31,21.5,94.5,18.6,45,48.48,6.9,17.7,9.1,20.4,18,30,0.6,18,31,0.581,6,29,0.207,3.9,1.4,50,Jr,6-Jun,13,0.156584,90.6123,4.4,2022,70816,all,,0.68406869,15,21,3,10,0.7143,0.3,7,7,1,,101.531,99.6787,0.826858,48.8227,-1.24105,-2.45945,1.2184,-1.88458,9.0312,-2.6778,0.793227,0.5312,1.375,1.9062,0.4062,0.25,0.2188,2.5312,Stretch 4,6.8708
Terrell Williams,Southern,SWAC,29,67.2,107.4,16.8,53.9,56.54,3.4,13.8,6.9,14.1,44,60,0.733,81,146,0.555,25,74,0.338,0.8,1.9,27.3,So,6-Jun,0,1.34406,99.7763,2.9,2022,70818,all,,0.88891763,57,79,24,67,0.7215,0.3582,21,24,0.875,,97.9095,101.91,2.37497,137.816,-0.335047,-0.827002,0.491955,-0.0622849,26.6452,-0.231304,0.169019,0.7419,2.871,3.6129,1.0323,0.871,0.2258,9.7419,Wing G,5.29214
Jalen Gaffney,Connecticut,BE,33,31.3,103.5,20.6,40.7,48.85,1.9,10.8,27.3,21.4,44,57,0.772,24,63,0.381,13,44,0.295,0.8,2.6,53.3,Jr,3-Jun,0,1.03157,109.112,4.3,2022,70819,all,79,2.09676383,17,39,7,24,0.4359,0.2917,2,2,1,,97.2886,94.6827,1.42007,75.004,0.753218,1.08957,-0.336352,0.682282,12.7576,-0.831545,1.51383,0.2121,1.2424,1.4545,1.9697,0.5455,0.0909,3.9697,Scoring PG,6.2775
Seth Lundy,Penn St.,B10,30,77.4,97.3,21.4,50,53.53,3.2,14.7,4.6,19.5,52,60,0.867,56,120,0.467,64,184,0.348,2.4,2,19.7,Jr,6-Jun,1,1.88701,102.38,2.8,2022,70825,all,56.2,0.33333334,39,66,17,54,0.5909,0.3148,4,5,0.8,,101.523,94.784,3.61447,171.477,1.3221,-0.559049,1.88114,1.57724,32.3667,0.192206,1.38504,0.8333,4.0333,4.8667,0.7,1,0.6667,11.8667,Wing F,12.1439
John Kelly,Massachusetts,A10,2,0.2,0,19.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fr,7-Jun,44,-0.296248,-0.00560137,0,2022,70827,all,,,0,0,0,1,,0,0,0,,,121.383,128.005,-0.00220925,0.190299,-25.3105,-16.3851,-8.9254,-17.3317,1,-8.8832,-8.44848,0,0,0,0,0,0,0,PF/C,0
Jakov Kukic,UC Santa Barbara,BW,7,2.1,96.6,39.1,50,57.14,18.2,16.7,20,28.1,4,5,0.8,3,7,0.429,1,2,0.5,0,0,55.6,So,10-Jun,14,0.310049,114.306,3.6,2022,70828,all,48.2,0.83335831,1,5,2,2,0.2,1,0,0,,,102.172,103.684,0.253762,3.25303,-4.43718,-1.26601,-3.17117,-3.68209,4,0.0641789,-3.74626,0.6667,0.5556,1.2222,0.5556,0.1111,0,2.4444,PF/C,5.40655
Emmanuel Kuac,New Mexico,MWC,6,8.7,99.6,13.8,57.9,57.21,6.3,23.2,5.3,23.2,3,6,0.5,8,13,0.615,2,6,0.333,9,1.1,31.6,Jr,7-Jun,4,0.509955,93.9413,6.1,2022,70832,all,,0.5,8,10,0,3,0.8,0,6,7,0.8571,,101.504,97.6467,1.76803,23.7277,1.67747,-2.17198,3.84945,0.0502571,17.5,-1.79476,1.84502,1,3.5,4.5,0.5,0.3333,1.5,4.1667,PF/C,3.20085
AJ Bramah,Nevada,MWC,4,7.1,109.1,25.5,53,57.68,11.1,24.3,13.4,15.7,8,9,0.889,16,31,0.516,1,2,0.5,0,1.3,27.3,Sr,7-Jun,2,2.40081,117.927,2.8,2022,70834,all,,0.83333333,7,15,9,17,0.4667,0.5294,1,2,0.5,,104.029,97.1431,2.22875,16.7097,-0.305867,1.2743,-1.58016,1.48687,21.25,2.18052,-0.693645,2,4.5,6.5,1.25,0.5,0,10.75,PF/C,1.32864
Rahsaan Edwards,South Carolina St.,MEAC,24,53.7,94.6,19.5,44.4,47.99,2.5,7.9,21.3,23,33,43,0.767,24,71,0.338,40,118,0.339,0.4,2.5,22.8,So,11-May,10,0.548384,91.6939,2.6,2022,70840,all,,1.48074996,9,22,16,51,0.4091,0.3137,1,1,1,,102.023,108.087,1.67162,113.286,-2.16909,-0.762984,-1.4061,-1.07511,25.1923,-0.857354,-0.21776,0.6154,1.8077,2.4231,2.9615,1.1154,0.1154,8.3846,Scoring PG,10.5608
Dahmir Bishop,Saint Joseph's,A10,29,38.2,71.5,15,38.8,41.03,2.2,11.2,3.5,25.2,17,33,0.515,17,44,0.386,13,50,0.26,2.3,1.1,35.1,Jr,5-Jun,1,-0.976755,67.5472,2.7,2022,70844,all,76.4,0.29995166,12,26,5,18,0.4615,0.2778,1,3,0.3333,,101.946,101.154,1.43679,78.4811,-4.69254,-5.58552,0.89298,-4.73893,15.931,-4.7999,0.0609618,0.3103,1.6207,1.931,0.3103,0.3103,0.3793,3.1034,Wing G,6.30342
Tyler Stephenson-Moore,Stony Brook,AE,28,59.3,128.5,12.5,62.7,64.85,4.2,10,6.4,11.8,23,27,0.852,27,50,0.54,43,96,0.448,1.7,0.7,18.5,So,3-Jun,14,2.31926,111.696,2.7,2022,70845,all,,1.38886297,17,27,10,23,0.6296,0.4348,2,2,1,,111.364,115.346,1.05909,104.745,0.474787,2.43745,-1.96267,-0.244493,25.5,1.76752,-2.01201,0.9643,2.25,3.2143,0.8929,0.3214,0.3929,7.3571,Wing G,7.90087
Mouhamadou Gueye,Pittsburgh,ACC,32,73,104.7,18.8,52,54.93,7.2,19.1,9.4,18,47,61,0.77,68,137,0.496,43,118,0.364,9.2,1.3,23.9,Sr,9-Jun,15,2.12722,106.349,3.9,2022,70846,all,,0.70586023,51,86,17,51,0.593,0.3333,30,34,0.8824,,101.974,96.4867,3.13108,186.914,5.01465,0.51588,4.49877,3.04984,29.2188,1.17245,1.87738,1.7188,4.5312,6.25,1.125,0.5938,2.0938,9.75,PF/C,7.85143
Daniel Ogoro,Youngstown St.,Horz,28,41.4,94.3,10,47.9,47.1,1.6,8.4,9.7,20.9,7,18,0.389,14,26,0.538,13,44,0.295,0.4,0.9,25.7,So,5-Jun,11,-0.534808,76.9679,4.5,2022,70847,all,,1.49992499,12,23,2,3,0.5217,0.6667,1,1,1,,108.949,113.548,0.879879,74.437,-4.07853,-2.08714,-1.99139,-5.38544,18.2,-4.20026,-1.18518,0.3,1.2,1.5,1,0.2667,0.0667,2.6667,Wing G,5.13272
Daniel Ramsey,Tennessee Tech,OVC,25,34.8,99.9,22.4,49.4,50.8,8.6,14.8,7.4,14.6,20,32,0.625,79,159,0.497,0,1,0,2.3,2,20,So,9-Jun,2,1.04192,103.377,4.8,2022,70849,all,67.8,0.70829115,29,44,50,115,0.6591,0.4348,2,3,0.6667,,104.998,106.42,1.21201,79.2855,-3.42267,-1.73094,-1.69173,-2.83302,16.7037,-1.33322,-1.4998,1.3333,2.1481,3.4815,0.6296,0.5926,0.3333,7.4815,C,0.136336
E.J. Liddell,Ohio St.,B10,32,82.4,116.2,30.5,54.6,59.83,8.9,19.1,16.1,15.1,169,221,0.765,157,291,0.54,46,123,0.374,8.2,1,53.4,Jr,7-Jun,32,6.03354,138.121,3,2022,70850,all,91.4,0.96200581,58,83,99,208,0.6988,0.476,15,16,0.9375,,98.7707,93.4267,3.88212,219.672,10.0426,5.88343,4.15915,10.3988,33.2188,7.92281,2.47603,2.25,5.6562,7.9062,2.375,0.5625,2.5,19.4062,PF/C,7.15604
Adonis Arms,Texas Tech,B12,36,63.6,105.3,19.6,51.3,54.86,4.3,15.3,19.8,21.9,58,78,0.744,75,139,0.54,32,101,0.317,2,2.2,32.5,Sr,5-Jun,25,2.22545,110.589,1.9,2022,70853,all,,1.44774603,58,93,17,46,0.6237,0.3696,23,25,0.92,,89.2033,85.3036,3.71184,184.454,6.86763,2.30952,4.55811,6.3841,25.6944,2.75997,3.62413,0.8611,3.4167,4.2778,2.6944,0.9444,0.3611,8.4444,Wing G,6.49301
Logan Alters,California,P12,1,0.1,0,44.9,0,0,0,234.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,1-Jun,25,-0.385606,-25.7572,0,2022,70855,all,,,0,0,0,0,,,0,0,,,30.8101,30.4301,0.336376,0.692474,-70.9614,-46.4168,-24.5446,-31.1883,1,-40.9934,9.80517,0,2,2,0,0,0,0,PF/C,47.8453
Joe French,Bethune Cookman,SWAC,27,76.9,108,22.1,56,59.3,1.1,8.6,4.9,15.9,58,64,0.906,77,167,0.461,73,166,0.44,0.1,0.5,19.2,So,5-Jun,30,2.71767,109.082,1.9,2022,70856,all,,0.32729215,20,46,57,121,0.4348,0.4711,0,0,,,111.065,116.923,1.19717,111.172,-4.981,0.315771,-5.29678,-1.64664,33.0714,2.34263,-3.98927,0.3214,2.2857,2.6071,0.6429,0.3214,0.0357,15.8214,Wing G,10.9849
Jaelen House,New Mexico,MWC,30,80.8,102.3,29.7,47.2,54.69,1.7,11.3,29.2,19.7,142,160,0.887,118,249,0.474,45,144,0.313,1,3.8,40.7,Jr,Jun-00,10,3.66423,118.03,3.5,2022,70857,all,76.6,1.32381686,76,134,43,116,0.5672,0.3707,0,0,,,104.268,101.937,2.85305,199.002,3.77796,3.4944,0.28356,3.15425,32.1935,2.42137,0.732877,0.5161,3.129,3.6452,4.4839,2.1613,0.2903,16.871,Scoring PG,8.2715
Desmond Williams,Troy,SB,29,53.7,100.9,16,49.7,51.85,2,7.9,13.6,18.6,19,24,0.792,20,41,0.488,42,126,0.333,0.9,2.5,14.4,So,1-Jun,11,0.671219,94.3691,3.5,2022,70858,all,,1.18924056,16,27,4,14,0.5926,0.2857,0,0,,,99.6258,101.367,1.93908,109.7,0.711793,0.250738,0.461056,-0.258158,21.5625,-1.16683,0.908676,0.4062,1.5625,1.9688,1.375,1,0.1562,7,Combo G,11.7382
Lars Thiemann,California,P12,32,35.7,105.2,19.2,52.8,57.63,8.9,18.9,7,19.5,37,49,0.755,56,106,0.528,0,0,0,4.1,1.1,46.2,Jr,1-Jul,21,1.12314,108.061,4.1,2022,70859,all,,0.53577144,37,59,19,47,0.6271,0.4043,5,5,1,,99.3185,95.8712,1.55895,86.5297,1.66451,-1.07583,2.74034,1.96396,14.375,0.234942,1.72902,1.0938,2.3125,3.4062,0.4688,0.25,0.5312,4.6562,C,0
Jonathan Steelman,Wofford,SC,9,0.5,139.1,13.8,0,70.18,0,23.2,0,0,2,3,0.667,0,0,0,0,0,0,0,0,0,Jr,3-Jun,22,0.0912448,124.812,0,2022,70860,all,,,0,0,0,0,,,0,0,,,106.712,104.937,0.051892,0.897191,-8.791,-3.02378,-5.76722,-7.17587,0.7,-3.8187,-3.35716,0,0.1,0.1,0,0.1,0,0.2,PF/C,0
Zach Freemantle,Xavier,BE,27,56,101.2,19.9,47.8,49.71,6.5,16.3,9.5,12.8,36,56,0.643,103,205,0.502,10,42,0.238,2.7,1.9,22.7,Jr,9-Jun,32,1.9715,106.201,3,2022,70861,all,73.4,1.06062839,58,87,45,118,0.6667,0.3814,12,14,0.8571,,97.7411,93.5607,3.19945,145.706,2.20298,0.458642,1.74434,1.70796,27.7778,0.740061,0.967894,1.5926,4.0741,5.6667,1.2963,0.9259,0.7037,10.0741,Wing F,3.23153
McKay Howell,Southeastern Louisiana,Slnd,2,0.3,99.2,19.7,50,50,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,So,7-Jun,11,0.0921887,98.6522,0,2022,70862,all,,0,0,0,1,1,,1,0,0,,,119.058,117.469,0.0687008,0.380259,-11.3429,-1.87231,-9.4706,-0.636086,6.4,3.16918,-3.80527,0.2,1,1.2,0,0.2,0.2,2,Combo G,15.1559
Marcus Domask,Southern Illinois,MVC,30,89.7,107,26.1,49,54.21,2.7,16.6,25.4,14.9,101,123,0.821,117,245,0.478,41,119,0.345,1.4,1.5,33.8,Jr,6-Jun,1,3.78437,115.776,1.4,2022,70865,all,,1.76475951,73,138,44,107,0.529,0.4112,5,5,1,,98.8404,98.387,3.60697,180.401,3.97365,2.38671,1.58694,5.00773,35.6774,4.07925,0.928479,0.7742,4.4194,5.1935,3.871,0.8387,0.4516,15.0968,Wing G,7.00896
Trent Brown,Southern Illinois,MVC,19,24.7,85.6,10,47.6,48.89,0.4,6.8,5.8,23.5,2,2,1,2,4,0.5,12,38,0.316,0,2.2,4.8,Jr,2-Jun,24,-0.637364,73.5784,4.3,2022,70866,all,,0.81827605,2,3,0,1,0.6667,0,0,0,,,100.9,98.9273,1.5375,45.258,-1.18864,-2.24623,1.05758,-3.44995,15.5789,-4.92163,1.47169,0.0526,0.7895,0.8421,0.4737,0.5263,0,2.2105,Combo G,8.12804
Josh Endicott,Tennessee Martin,OVC,16,21.6,99,18.8,44.2,48.75,9.9,20.5,12,18.8,18,27,0.667,19,44,0.432,5,16,0.313,1.8,1.2,45,Jr,9-Jun,4,0.573811,96.3017,3,2022,70867,all,,1.13327292,12,20,7,24,0.6,0.2917,1,1,1,,105.717,110.019,0.910558,45.6842,-2.37476,-1.16587,-1.2089,-1.55078,15.1176,-0.104967,-1.44582,1.4118,3,4.4118,1,0.2941,0.2353,4.2941,Stretch 4,3.76928
Darion Jordan-Thomas,UMass Lowell,AE,7,5.7,68.5,16.9,40,37.62,7.1,26,2.9,27.2,0,2,0,6,15,0.4,0,0,0,0,0.9,13.3,Jr,7-Jun,12,-0.637615,65.2708,8.1,2022,70870,all,,0.40000001,5,13,1,2,0.3846,0.5,0,1,0,,98.4784,101.175,0.831024,12.4589,-12.7244,-9.66978,-3.05461,-10.9904,10.5,-9.7332,-1.25721,1,2.9,3.9,0.2,0.3,0.1,3.9,PF/C,0
